source,target,weight
807635,4102414,64
807635,4152416,229
807635,4165372,208
807635,4203991,169
807635,4728372,43
807635,4865028,169
807635,5315496,17
807635,5435544,157
807635,5696965,183
807635,5909740,135
807635,6013145,178
807635,6120703,211
807635,6124562,145
807635,6368853,119
807635,6471245,209
807635,6759373,233
807635,7258903,130
807635,7464607,166
807635,7866383,81
807635,8057165,150
807635,8358725,197
807635,8721395,74
807635,8928644,196
807635,9149262,209
807635,9158973,185
807635,9269323,180
807635,9405579,73
807635,9641698,166
807635,9835023,155
807635,10061281,166
807635,10309746,143
807635,10430931,121
807635,10518385,124
807635,10679171,212
807635,11210076,226
807635,11324974,117
807635,11335169,136
807635,12464328,42
807635,13016094,229
807635,13111268,188
807635,13248405,134
807635,14189070,140
807635,15614267,155
807635,15632406,142
807635,15664822,23
807635,16543435,220
807635,16785941,176
807635,17048914,200
807635,17148957,179
807635,17381839,141
807635,18233990,86
807635,19295034,138
807635,19527481,128
807635,20035220,32
807635,20428488,122
807635,20847375,110
807635,22340296,141
807635,22471951,124
807635,23110383,143
807635,23475292,131
807635,23759726,145
807635,25153016,164
807635,26612772,75
807635,27113401,177
807635,28461301,120
807635,28571706,80
807635,29074901,97
807635,29152006,130
807635,30657250,193
807635,32015730,149
807635,32036337,127
807635,32114010,177
807635,33979139,164
807635,34485997,20
807635,39850798,115
807635,40717912,38
807635,41323999,121
807635,47795185,72
807635,48896524,124
807635,49785794,123
807635,53514759,115
807635,56654439,163
807635,57453426,91
807635,59399511,136
807635,63677967,55
807635,66098142,139
807635,67284155,133
807635,72608525,144
807635,73907780,111
807635,74690457,106
807635,76747292,86
807635,77799436,37
807635,84045725,146
807635,85406940,105
807635,88446514,156
807635,88547166,104
807635,92711203,75
807635,93396188,137
807635,94204359,118
807635,94802209,160
807635,103384147,35
807635,105046520,38
807635,107661810,125
807635,109507068,106
807635,110305573,129
807635,134011850,102
807635,134078767,142
807635,134534343,126
807635,135551694,74
807635,136256485,26
807635,136560781,101
807635,151371691,67
807635,151963102,129
807635,152791599,128
807635,154293966,111
807635,154584279,157
807635,154910442,120
807635,156115845,106
807635,157578352,104
807635,162058080,161
807635,162562150,45
807635,163083474,115
807635,164551955,101
807635,164753298,138
807635,167995034,42
807635,170339422,149
807635,171547707,103
807635,173507339,5
807635,177563280,110
807635,181121949,102
807635,181724659,109
807635,202747756,158
807635,203243996,125
807635,204001488,137
807635,205857661,133
807635,209348535,121
807635,210709821,104
807635,215931390,121
807635,219448811,125
807635,222278960,127
807635,222993159,117
807635,228150777,115
807635,231899366,97
807635,233282882,115
807635,241301215,114
807635,241321211,124
807635,245599307,120
807635,246988548,54
807635,254536417,106
807635,258417559,149
807635,261003597,25
807635,262108465,105
807635,263111386,126
807635,271272137,134
807635,273053830,124
807635,274079088,121
807635,276330574,149
807635,278182618,44
807635,279275691,114
807635,286433067,134
807635,287396980,140
807635,301002857,150
807635,305774560,114
807635,306061823,108
807635,339565988,101
807635,344658318,75
807635,349990659,115
807635,352090791,101
807635,366519958,20
807635,382789775,132
807635,383806654,124
807635,385582358,5
807635,386555096,123
807635,390074676,133
807635,390254162,68
807635,396295051,105
807635,400164598,163
807635,407918877,91
807635,413161603,73
807635,413365702,105
807635,424467089,137
807635,426181839,93
807635,431575801,138
807635,435726191,39
807635,441070005,99
807635,442292269,138
807635,447132284,137
807635,465989340,133
807635,466568013,143
807635,467603452,130
807635,468886660,20
807635,469498778,126
807635,475031315,127
807635,487887760,124
848668,880518,108
848668,895583,142
848668,902967,96
848668,939604,156
848668,956852,113
848668,1247733,157
848668,1355949,159
848668,1704386,126
848668,1747883,43
848668,1792593,114
848668,1929132,148
848668,1974229,152
848668,1996745,142
848668,2447361,128
848668,2509691,120
848668,2550295,120
848668,2720714,115
848668,2739036,97
848668,2758712,159
848668,2972115,156
848668,3067018,137
848668,3082139,110
848668,3125825,38
848668,3170996,121
848668,3442105,108
848668,3445658,151
848668,3508411,139
848668,3551884,135
848668,3566164,109
848668,3914635,102
848668,3940488,94
848668,4102414,84
848668,4165372,113
848668,4728372,81
848668,5435544,107
848668,5628750,107
848668,6013145,130
848668,6120703,133
848668,6124562,96
848668,6759373,42
848668,8057165,63
848668,8358725,70
848668,8928644,143
848668,9149262,103
848668,9158973,124
848668,9269323,83
848668,9405579,114
848668,9641698,79
848668,9835023,117
848668,10061281,115
848668,10430931,33
848668,11324974,106
848668,12164669,124
848668,14189070,155
848668,16785941,84
848668,17148957,124
848668,18233990,130
848668,19295034,123
848668,19527481,97
848668,23110383,106
848668,23475292,92
848668,23759726,48
848668,25153016,131
848668,27113401,100
848668,28571706,64
848668,30657250,147
848668,32015730,85
848668,32114010,88
848668,41323999,152
848668,48896524,130
848668,56654439,92
848668,57453426,53
848668,58277206,13
848668,59399511,21
848668,67284155,146
848668,73907780,45
848668,77799436,31
848668,92711203,119
848668,93396188,109
848668,103384147,11
848668,134011850,98
848668,134078767,129
848668,134534343,79
848668,136560781,96
848668,152791599,103
848668,154584279,121
848668,162562150,116
848668,164753298,143
848668,167995034,117
848668,171547707,110
848668,177563280,146
848668,181121949,42
848668,181724659,97
848668,184456373,62
848668,185891476,139
848668,199794851,97
848668,202747756,126
848668,205857661,120
848668,209348535,135
848668,222278960,115
848668,222950502,109
848668,229557458,102
848668,231899366,111
848668,233282882,107
848668,245599307,135
848668,246988548,123
848668,254536417,108
848668,258417559,108
848668,271272137,126
848668,278182618,110
848668,301854925,97
848668,306061823,146
848668,470593215,101
880518,895583,55
880518,902967,113
880518,939604,116
880518,1025204,123
880518,1247733,115
880518,1355949,61
880518,1493725,108
880518,1554549,123
880518,1657984,105
880518,1704386,133
880518,1747883,104
880518,1792593,123
880518,1929132,101
880518,1974229,119
880518,1996745,128
880518,2245876,123
880518,2347118,135
880518,2447361,103
880518,2550295,72
880518,2720714,103
880518,2739036,89
880518,2758712,118
880518,2972115,107
880518,3069619,107
880518,3125825,118
880518,3170996,147
880518,3402139,73
880518,3445658,112
880518,3508411,132
880518,3551884,74
880518,3566164,122
880518,3914635,41
880518,3940488,57
880518,4102414,118
880518,4165372,123
880518,4728372,142
880518,4865028,127
880518,5435544,113
880518,5628750,26
880518,5696965,112
880518,5909740,88
880518,6013145,123
880518,6120703,140
880518,6124562,141
880518,6368853,145
880518,6471245,127
880518,6759373,133
880518,7107877,137
880518,7386595,123
880518,7464607,117
880518,7641508,102
880518,7866383,100
880518,8057165,130
880518,8358725,144
880518,8928644,138
880518,9149262,120
880518,9158973,89
880518,9269323,92
880518,9405579,105
880518,9641698,136
880518,9835023,120
880518,10309746,126
880518,10430931,123
880518,10437899,94
880518,10518385,55
880518,10679171,96
880518,10725682,98
880518,11210076,80
880518,11306398,84
880518,11324974,109
880518,11335169,114
880518,13016094,28
880518,13111268,52
880518,13248405,128
880518,14189070,96
880518,15632406,92
880518,15664822,115
880518,16785941,86
880518,17048914,37
880518,17148957,26
880518,18233990,38
880518,19295034,62
880518,19527481,45
880518,20799205,39
880518,20860636,44
880518,21232215,45
880518,22471951,33
880518,23110383,35
880518,23475292,48
880518,25153016,54
880518,27113401,57
880518,27578194,41
880518,28571706,61
880518,29152006,44
880518,30657250,36
880518,32015730,55
880518,32036337,43
880518,32114010,28
880518,33979139,44
880518,34485997,36
880518,38635467,42
880518,39850798,49
880518,40717912,59
880518,47795185,46
880518,48896524,56
880518,56654439,44
880518,57453426,29
880518,58277206,44
880518,59399511,26
880518,60666668,50
880518,63677967,28
880518,66098142,14
880518,67284155,48
880518,73907780,36
880518,83874759,41
880518,85406940,35
880518,88446514,55
880518,93396188,37
880518,94204359,35
880518,103384147,44
880518,105046520,57
880518,107661810,26
880518,109507068,45
880518,110305573,53
880518,134011850,55
880518,134078767,55
880518,134534343,20
880518,136560781,35
880518,151963102,27
880518,152255428,13
880518,152791599,53
880518,154584279,34
880518,156115845,30
880518,162058080,48
880518,162562150,34
880518,164551955,49
880518,164753298,39
880518,167995034,14
880518,170339422,80
880518,171547707,119
880518,173507339,142
880518,177563280,134
880518,181121949,27
880518,181724659,100
880518,184456373,151
880518,185891476,197
880518,199794851,104
880518,202747756,82
880518,203243996,110
880518,204001488,135
880518,205857661,101
880518,209348535,19
880518,219448811,123
880518,222278960,91
880518,222950502,171
880518,222993159,133
880518,231899366,131
880518,241321211,101
880518,245599307,65
880518,246988548,100
880518,258417559,159
880518,261003597,143
880518,262108465,100
880518,273053830,80
880518,274079088,180
880518,286433067,99
880518,287396980,108
880518,295306927,108
880518,305774560,206
880518,339565988,132
880518,344658318,165
880518,349990659,83
880518,368301777,49
880518,382789775,131
880518,390074676,46
880518,400164598,81
880518,413161603,68
880518,413365702,168
880518,426181839,34
880518,431575801,59
880518,435726191,177
880518,461957170,118
880518,466568013,154
880518,467603452,135
880518,469498778,125
880518,470593215,131
880518,713734810,97
895583,902967,112
895583,939604,52
895583,1025204,88
895583,1162306,144
895583,1247733,52
895583,1355949,113
895583,1493725,118
895583,1554549,121
895583,1639442,127
895583,1657984,136
895583,1704386,55
895583,1747883,59
895583,1792593,171
895583,1929132,100
895583,1974229,137
895583,1996745,115
895583,2208815,196
895583,2347118,46
895583,2447361,96
895583,2509691,103
895583,2550295,85
895583,2720714,95
895583,2739036,197
895583,2758712,46
895583,2946860,53
895583,2972115,109
895583,3067018,156
895583,3069619,87
895583,3125825,73
895583,3170996,87
895583,3402139,96
895583,3445658,147
895583,3482626,149
895583,3508411,131
895583,3551884,9
895583,3566164,23
895583,3914635,40
895583,3935619,105
895583,3940488,112
895583,4102414,119
895583,4152416,75
895583,4165372,154
895583,4203991,171
895583,4728372,131
895583,4751606,127
895583,4865028,169
895583,5066340,134
895583,5435544,43
895583,5628750,75
895583,5696965,111
895583,5818622,132
895583,5909740,116
895583,6013145,131
895583,6120703,127
895583,6124562,108
895583,6209055,195
895583,6368853,161
895583,6471245,147
895583,6537374,64
895583,6759373,143
895583,7107877,88
895583,7258903,125
895583,7386595,139
895583,7464607,58
895583,7866383,151
895583,8057165,68
895583,8358725,160
895583,8928644,142
895583,9149262,117
895583,9158973,73
895583,9269323,40
895583,9405579,30
895583,9641698,182
895583,9835023,137
895583,9892983,90
895583,10061281,174
895583,10309746,89
895583,10430931,112
895583,10437899,162
895583,10518385,195
895583,10679171,139
895583,11210076,87
895583,11306398,155
895583,11324974,132
895583,11335169,96
895583,12164669,109
895583,12789838,90
895583,12916467,172
895583,13016094,115
895583,13111268,113
895583,13248405,135
895583,14189070,165
895583,15218860,79
895583,15632406,115
895583,15664822,160
895583,16543435,74
895583,16785941,115
895583,17048914,150
895583,17148957,170
895583,17381839,127
895583,18233990,54
895583,19295034,66
895583,19527481,99
895583,20035220,134
895583,20119828,110
895583,20799205,126
895583,20847375,188
895583,20860636,15
895583,21232215,111
895583,22340296,55
895583,22471951,140
895583,23110383,134
895583,23475292,89
895583,23759726,160
895583,25153016,162
895583,26612772,180
895583,27113401,87
895583,27578194,106
895583,28461301,116
895583,28571706,69
895583,29074901,169
895583,29152006,39
895583,30657250,75
895583,32015730,65
895583,32036337,141
895583,32114010,119
895583,33979139,127
895583,34485997,167
895583,35105028,176
895583,36330522,101
895583,39850798,98
895583,40717912,189
895583,41323999,139
895583,47795185,126
895583,48896524,69
895583,53514759,105
895583,56253945,60
895583,56654439,28
895583,56902010,175
895583,57453426,130
895583,58277206,157
895583,59399511,127
895583,60666668,60
895583,66098142,102
895583,67284155,111
895583,72608525,116
895583,73907780,109
895583,76747292,121
895583,77799436,54
895583,83874759,130
895583,84045725,146
895583,85406940,150
895583,88446514,98
895583,88483927,12
895583,88547166,22
895583,92711203,11
895583,93396188,16
895583,94204359,13
895583,94802209,6
895583,103384147,14
895583,105046520,22
895583,107661810,20
895583,109507068,16
895583,110305573,11
895583,134011850,11
895583,134078767,16
895583,134534343,19
895583,135375343,66
895583,136560781,80
895583,137328307,67
895583,150368378,85
895583,151371691,99
895583,151963102,78
895583,152791599,93
895583,154584279,80
895583,156115845,87
895583,157578352,84
895583,162562150,50
895583,163083474,99
895583,163267053,72
895583,164551955,72
895583,164753298,100
895583,167995034,82
895583,171547707,49
895583,173507339,83
895583,177563280,29
895583,181121949,94
895583,181724659,84
895583,184456373,76
895583,185891476,86
895583,196192960,67
895583,199794851,54
895583,202747756,69
895583,203243996,81
895583,204001488,76
895583,209348535,82
895583,210709821,90
895583,215931390,57
895583,219448811,86
895583,222278960,75
895583,222993159,82
895583,228150777,100
895583,229557458,59
895583,231899366,94
895583,233282882,67
895583,234884895,26
895583,241301215,78
895583,241321211,84
895583,245599307,75
895583,246988548,79
895583,248700159,80
895583,254536417,71
895583,258417559,89
895583,261003597,73
895583,262108465,87
895583,263111386,71
895583,271272137,96
895583,273053830,87
895583,274079088,78
895583,276330574,79
895583,278182618,72
895583,279275691,92
895583,286433067,81
895583,287396980,41
895583,295306927,88
895583,301002857,83
895583,305774560,78
895583,306061823,68
895583,308028190,66
895583,339565988,83
895583,344658318,61
895583,349990659,92
895583,366519958,87
895583,382789775,72
895583,383806654,82
895583,386555096,81
895583,390254162,88
895583,390394442,85
895583,396295051,94
895583,407918877,84
895583,413161603,22
895583,413365702,31
895583,424467089,78
895583,426181839,83
895583,431575801,76
895583,435726191,76
895583,438000573,87
895583,441070005,88
895583,442292269,70
895583,452795819,60
895583,461957170,62
895583,465989340,67
895583,466568013,75
895583,467603452,121
895583,468886660,93
895583,470593215,102
895583,487887760,169
895583,513576494,72
895583,516871748,88
895583,713734810,97
902967,939604,141
902967,1247733,42
902967,1355949,112
902967,1554549,146
902967,1747883,136
902967,1974229,141
902967,2245876,40
902967,2347118,50
902967,2612212,151
902967,2720714,118
902967,2739036,161
902967,2758712,113
902967,2946860,167
902967,2972115,104
902967,3067018,55
902967,3069619,13
902967,3125825,166
902967,3170996,40
902967,3445658,135
902967,3482626,112
902967,3508411,140
902967,3914635,129
902967,4102414,105
902967,5435544,133
902967,5628750,128
902967,5818622,113
902967,5909740,162
902967,6013145,131
902967,6124562,112
902967,6368853,119
902967,6471245,166
902967,6759373,115
902967,7258903,158
902967,7409235,109
902967,7464607,146
902967,7641508,143
902967,7866383,158
902967,8057165,126
902967,8358725,98
902967,8928644,116
902967,9158973,112
902967,9405579,130
902967,9641698,164
902967,9835023,113
902967,9892983,138
902967,10309746,146
902967,11210076,136
902967,11324974,120
902967,12464328,110
902967,13016094,88
902967,13248405,135
902967,14572907,126
902967,15632406,113
902967,15664822,165
902967,16543435,128
902967,17148957,124
902967,19295034,126
902967,19527481,115
902967,20035220,96
902967,20847375,149
902967,20860636,114
902967,22471951,136
902967,23110383,136
902967,23475292,118
902967,23759726,113
902967,26612772,155
902967,27578194,146
902967,28571706,114
902967,29152006,141
902967,30657250,145
902967,32015730,136
902967,32036337,80
902967,33979139,153
902967,34485997,79
902967,36330522,107
902967,39850798,104
902967,40717912,51
902967,41323999,95
902967,47795185,79
902967,53514759,116
902967,56654439,26
902967,58277206,138
902967,63677967,125
902967,67284155,119
902967,72608525,94
902967,76747292,117
902967,83874759,78
902967,84045725,132
902967,88547166,73
902967,92711203,163
902967,93396188,90
902967,94204359,116
902967,94802209,145
902967,103384147,69
902967,107661810,44
902967,125494035,106
902967,134011850,133
902967,134534343,136
902967,135375343,105
902967,136256485,135
902967,136560781,56
902967,151963102,165
902967,152255428,140
902967,152791599,131
902967,154584279,129
902967,154910442,119
902967,156115845,139
902967,162562150,138
902967,164551955,100
902967,164753298,160
902967,167995034,102
902967,171547707,89
902967,181121949,158
902967,181724659,164
902967,183084981,91
902967,185891476,127
902967,199794851,146
902967,202747756,149
902967,203243996,147
902967,204001488,145
902967,205857661,127
902967,209348535,129
902967,210709821,116
902967,219448811,131
902967,222278960,111
902967,228150777,92
902967,229557458,150
902967,231899366,159
902967,241301215,86
902967,241321211,29
902967,245599307,158
902967,246988548,140
902967,254536417,120
902967,258417559,158
902967,262108465,140
902967,271272137,147
902967,274079088,140
902967,286433067,57
902967,287396980,110
902967,301002857,111
902967,301854925,89
902967,305774560,109
902967,306061823,89
902967,339565988,111
902967,344658318,103
902967,366519958,125
902967,386555096,132
902967,390254162,71
902967,396295051,142
902967,407918877,122
902967,413161603,113
902967,413365702,83
902967,424467089,128
902967,431575801,85
902967,435726191,105
902967,441070005,167
902967,442292269,92
902967,447132284,100
902967,452795819,139
902967,461957170,100
902967,466568013,15
902967,468886660,47
902967,470593215,111
902967,516871748,81
939604,1025204,135
939604,1247733,136
939604,1355949,110
939604,1554549,52
939604,1657984,52
939604,1747883,125
939604,1929132,159
939604,1974229,102
939604,2208815,79
939604,2347118,97
939604,2720714,178
939604,2758712,151
939604,2946860,9
939604,2972115,45
939604,3067018,138
939604,3069619,79
939604,3125825,163
939604,3170996,45
939604,3402139,140
939604,3445658,144
939604,3482626,134
939604,3508411,80
939604,3566164,123
939604,3914635,117
939604,3935619,93
939604,3940488,127
939604,4152416,42
939604,5066340,158
939604,5435544,87
939604,5628750,144
939604,5696965,121
939604,5909740,175
939604,6013145,112
939604,6209055,76
939604,6368853,170
939604,6471245,98
939604,7258903,122
939604,7386595,135
939604,7464607,67
939604,8057165,80
939604,8358725,143
939604,8928644,123
939604,9158973,93
939604,9405579,95
939604,9835023,115
939604,9892983,163
939604,10309746,132
939604,10430931,145
939604,10518385,133
939604,11210076,40
939604,11324974,109
939604,11335169,109
939604,13016094,118
939604,13111268,111
939604,15632406,34
939604,15664822,124
939604,17048914,112
939604,18233990,150
939604,19527481,117
939604,20035220,135
939604,20847375,72
939604,22471951,108
939604,23110383,123
939604,23475292,59
939604,23759726,146
939604,25153016,144
939604,27578194,129
939604,28461301,122
939604,28571706,112
939604,29152006,62
939604,30657250,42
939604,32015730,38
939604,32036337,157
939604,32114010,72
939604,41323999,167
939604,53514759,73
939604,56654439,121
939604,57453426,146
939604,59399511,149
939604,63677967,136
939604,66098142,76
939604,67284155,149
939604,72608525,72
939604,76747292,118
939604,83874759,87
939604,92711203,150
939604,93396188,125
939604,94204359,121
939604,103384147,109
939604,110305573,133
939604,134011850,6
939604,134534343,75
939604,136560781,91
939604,151963102,102
939604,152791599,154
939604,154584279,69
939604,154910442,89
939604,156115845,90
939604,162562150,125
939604,163083474,33
939604,164753298,90
939604,167995034,124
939604,177563280,75
939604,181121949,99
939604,181724659,40
939604,184456373,59
939604,185891476,133
939604,203243996,93
939604,204001488,128
939604,209348535,172
939604,219448811,144
939604,222278960,121
939604,233282882,30
939604,241301215,118
939604,241321211,117
939604,245599307,126
939604,246988548,102
939604,258417559,136
939604,262108465,153
939604,273053830,154
939604,274079088,168
939604,286433067,84
939604,287396980,102
939604,295306927,120
939604,301002857,105
939604,305774560,145
939604,339565988,52
939604,344658318,152
939604,349990659,135
939604,366519958,129
939604,382789775,26
939604,383806654,116
939604,386555096,110
939604,400164598,129
939604,407918877,96
939604,413365702,91
939604,435726191,156
939604,441070005,160
939604,447132284,94
939604,452795819,173
939604,466568013,136
939604,467603452,111
939604,469498778,99
939604,470593215,163
939604,516871748,157
956852,1554549,128
956852,1639442,59
956852,1704386,114
956852,1974229,100
956852,1996745,96
956852,2447361,98
956852,2509691,115
956852,2550295,89
956852,3057581,103
956852,3082139,109
956852,3125825,118
956852,3170996,126
956852,3445658,93
956852,3508411,70
956852,3566164,104
956852,3935619,141
956852,4165372,115
956852,5909740,102
956852,6013145,131
956852,7107877,120
956852,7386595,37
956852,7464607,11
956852,8358725,40
956852,8928644,84
956852,9158973,1
956852,10061281,1
956852,10518385,1
956852,12464328,1
956852,12916467,84
956852,17048914,105
956852,17381839,133
956852,19527481,180
956852,20119828,108
956852,21776886,150
956852,32015730,89
956852,35105028,101
956852,39850798,66
956852,49785794,142
956852,56654439,154
956852,58277206,157
956852,60666668,128
956852,66098142,105
956852,67284155,50
956852,88483927,143
956852,109507068,158
956852,110305573,110
956852,152791599,167
956852,154584279,129
956852,155725151,141
956852,157578352,96
956852,164551955,175
956852,213909851,134
956852,222278960,102
956852,222993159,134
956852,229557458,154
956852,274079088,145
956852,276330574,120
956852,339565988,100
956852,349990659,152
956852,390394442,134
1025204,1247733,48
1025204,1355949,170
1025204,1493725,66
1025204,1554549,132
1025204,1657984,166
1025204,1792593,134
1025204,1929132,169
1025204,1974229,102
1025204,1996745,129
1025204,2208815,136
1025204,2245876,68
1025204,2347118,169
1025204,2447361,130
1025204,2484141,113
1025204,2550295,104
1025204,2612212,32
1025204,2720714,76
1025204,2739036,134
1025204,2758712,133
1025204,2972115,176
1025204,3057581,113
1025204,3067018,109
1025204,3125825,139
1025204,3170996,156
1025204,3402139,162
1025204,3442105,29
1025204,3445658,78
1025204,3482626,132
1025204,3508411,119
1025204,3551884,97
1025204,3566164,148
1025204,3914635,122
1025204,4102414,137
1025204,4165372,122
1025204,4203991,160
1025204,4728372,129
1025204,4751606,142
1025204,4865028,121
1025204,5315496,75
1025204,5435544,116
1025204,5696965,125
1025204,5818622,119
1025204,5909740,108
1025204,6013145,116
1025204,6120703,172
1025204,6124562,148
1025204,6368853,150
1025204,6471245,139
1025204,6537374,99
1025204,6759373,140
1025204,7107877,58
1025204,7258903,153
1025204,7386595,142
1025204,7409235,149
1025204,7464607,147
1025204,7641508,163
1025204,7866383,93
1025204,8057165,160
1025204,8358725,124
1025204,8679384,129
1025204,8721395,118
1025204,8928644,109
1025204,9149262,110
1025204,9269323,136
1025204,9641698,150
1025204,9835023,138
1025204,9892983,92
1025204,10061281,131
1025204,10309746,128
1025204,10430931,127
1025204,10437899,76
1025204,10518385,122
1025204,10679171,173
1025204,10725682,52
1025204,11210076,110
1025204,11335169,116
1025204,12164669,143
1025204,12464328,111
1025204,12789838,152
1025204,12916467,28
1025204,13016094,142
1025204,13111268,148
1025204,14189070,155
1025204,14572907,169
1025204,15041895,138
1025204,15218860,135
1025204,15614267,123
1025204,15632406,160
1025204,16543435,158
1025204,16785941,120
1025204,17048914,171
1025204,17148957,178
1025204,18233990,104
1025204,19295034,147
1025204,19527481,149
1025204,20035220,163
1025204,20119828,167
1025204,20799205,134
1025204,20847375,70
1025204,20860636,132
1025204,22471951,147
1025204,23110383,133
1025204,23475292,113
1025204,23759726,159
1025204,25153016,180
1025204,27113401,96
1025204,27578194,115
1025204,28461301,168
1025204,28571706,153
1025204,29074901,107
1025204,29152006,139
1025204,30657250,124
1025204,30696048,174
1025204,34485997,150
1025204,35105028,166
1025204,40717912,47
1025204,41323999,148
1025204,48896524,63
1025204,49785794,135
1025204,56029223,78
1025204,56253945,119
1025204,56654439,99
1025204,57453426,122
1025204,58277206,114
1025204,59399511,133
1025204,60666668,92
1025204,63677967,133
1025204,66098142,87
1025204,67284155,120
1025204,72608525,121
1025204,73907780,136
1025204,76747292,149
1025204,83874759,119
1025204,84045725,163
1025204,92711203,123
1025204,94204359,138
1025204,103384147,51
1025204,105046520,33
1025204,107661810,14
1025204,109507068,32
1025204,110305573,31
1025204,134078767,36
1025204,135375343,39
1025204,136560781,38
1025204,137328307,24
1025204,152255428,44
1025204,152791599,25
1025204,154584279,60
1025204,156115845,28
1025204,156899709,42
1025204,163083474,8
1025204,164551955,12
1025204,167995034,31
1025204,170339422,9
1025204,171547707,17
1025204,177563280,41
1025204,196192960,60
1025204,199794851,44
1025204,201200716,48
1025204,202747756,37
1025204,204001488,28
1025204,205857661,36
1025204,209348535,41
1025204,219448811,31
1025204,222278960,11
1025204,222950502,27
1025204,222993159,31
1025204,228150777,23
1025204,229557458,20
1025204,233282882,19
1025204,234739869,48
1025204,234884895,42
1025204,234937852,32
1025204,246988548,12
1025204,254536417,47
1025204,261003597,46
1025204,273053830,40
1025204,274079088,35
1025204,276330574,14
1025204,278182618,15
1025204,286433067,50
1025204,287396980,22
1025204,295306927,16
1025204,301854925,46
1025204,306061823,19
1025204,316561081,17
1025204,329514058,3
1025204,339565988,13
1025204,344658318,17
1025204,349990659,21
1025204,366519958,28
1025204,383806654,14
1025204,386555096,30
1025204,400164598,20
1025204,413365702,26
1025204,431575801,25
1025204,435726191,36
1025204,438000573,33
1025204,441070005,31
1025204,466568013,19
1025204,470593215,37
1025204,516871748,31
1162306,1355949,35
1162306,1974229,26
1162306,3069619,9
1162306,3125825,19
1162306,4728372,31
1162306,5696965,31
1162306,5818622,32
1162306,5909740,33
1162306,9158973,20
1162306,10679171,28
1162306,12164669,32
1162306,15218860,38
1162306,57453426,33
1162306,273053830,35
1247733,1704386,30
1247733,1747883,35
1247733,1792593,33
1247733,1929132,33
1247733,1974229,15
1247733,2550295,2
1247733,2720714,29
1247733,2972115,33
1247733,3125825,26
1247733,3170996,31
1247733,3442105,23
1247733,3445658,97
1247733,3508411,73
1247733,3551884,103
1247733,3566164,119
1247733,3914635,67
1247733,3940488,78
1247733,4102414,45
1247733,4278433,102
1247733,5435544,108
1247733,5909740,92
1247733,6013145,78
1247733,6120703,102
1247733,6368853,102
1247733,6537374,50
1247733,6759373,117
1247733,7464607,62
1247733,8057165,71
1247733,8358725,81
1247733,8928644,125
1247733,9149262,5
1247733,9158973,97
1247733,9269323,84
1247733,9405579,60
1247733,9835023,96
1247733,10430931,50
1247733,10518385,30
1247733,11210076,89
1247733,11306398,46
1247733,11324974,20
1247733,13016094,114
1247733,13111268,97
1247733,14189070,86
1247733,15632406,106
1247733,15664822,78
1247733,17148957,80
1247733,19295034,85
1247733,19527481,111
1247733,20860636,61
1247733,25153016,102
1247733,30657250,80
1247733,32015730,96
1247733,32114010,118
1247733,41323999,55
1247733,56654439,116
1247733,57453426,79
1247733,60666668,101
1247733,67284155,108
1247733,76747292,92
1247733,83874759,85
1247733,93396188,96
1247733,109507068,112
1247733,134534343,85
1247733,135375343,93
1247733,136560781,100
1247733,152791599,93
1247733,156115845,59
1247733,167995034,92
1247733,181121949,68
1247733,202747756,117
1247733,219448811,92
1247733,222278960,56
1247733,233282882,93
1247733,234739869,93
1247733,234937852,99
1247733,241301215,87
1247733,241321211,42
1247733,246988548,112
1247733,273053830,81
1247733,274079088,49
1247733,286433067,96
1247733,344658318,114
1247733,413365702,67
1247733,435726191,82
1247733,441070005,80
1247733,470593215,80
1355949,1493725,68
1355949,1704386,97
1355949,1792593,113
1355949,1974229,100
1355949,1996745,107
1355949,2208815,86
1355949,2245876,68
1355949,2347118,48
1355949,2509691,72
1355949,2550295,93
1355949,2720714,72
1355949,2739036,92
1355949,2758712,49
1355949,3069619,116
1355949,3082139,31
1355949,3125825,90
1355949,3170996,105
1355949,3445658,73
1355949,3551884,67
1355949,3566164,116
1355949,3935619,70
1355949,3940488,77
1355949,4152416,41
1355949,5435544,79
1355949,5628750,102
1355949,5909740,101
1355949,6013145,98
1355949,6120703,92
1355949,6124562,88
1355949,7386595,77
1355949,7866383,63
1355949,8057165,97
1355949,8358725,82
1355949,8928644,108
1355949,9158973,87
1355949,9405579,94
1355949,9641698,92
1355949,9835023,70
1355949,10309746,68
1355949,10518385,66
1355949,11210076,130
1355949,11324974,84
1355949,11335169,121
1355949,13016094,93
1355949,13111268,111
1355949,13248405,141
1355949,14189070,117
1355949,15664822,93
1355949,17048914,109
1355949,17148957,45
1355949,18233990,131
1355949,19295034,118
1355949,19527481,70
1355949,20035220,58
1355949,20847375,149
1355949,20860636,84
1355949,22340296,90
1355949,23110383,162
1355949,23475292,122
1355949,23759726,54
1355949,25153016,128
1355949,28571706,65
1355949,29152006,112
1355949,32015730,59
1355949,32114010,145
1355949,33979139,103
1355949,34485997,131
1355949,39850798,112
1355949,40717912,96
1355949,41323999,118
1355949,47795185,107
1355949,53514759,70
1355949,56654439,44
1355949,59399511,102
1355949,63677967,81
1355949,66098142,106
1355949,67284155,113
1355949,72608525,113
1355949,73907780,147
1355949,76747292,77
1355949,77799436,127
1355949,83874759,105
1355949,84045725,120
1355949,85406940,154
1355949,88446514,39
1355949,92711203,68
1355949,93396188,69
