source,target,weight
203251,184456373,140
203251,185891476,16
203251,202747756,134
203251,204001488,151
203251,205857661,127
203251,210709821,155
203251,219448811,190
203251,222278960,107
203251,228150777,163
203251,229557458,160
203251,241321211,158
203251,245599307,168
203251,246988548,134
203251,258417559,126
203251,261003597,40
203251,271272137,165
203251,274079088,120
203251,287396980,75
203251,306061823,180
203251,344658318,104
203251,349990659,192
203251,366519958,158
203251,390074676,185
203251,431575801,51
203251,442292269,144
203251,466568013,113
220072,241044,160
220072,276308,112
220072,307685,163
220072,341135,142
220072,385125,86
220072,451958,115
220072,490434,113
220072,654310,86
220072,780960,153
220072,807635,143
220072,848668,129
220072,880518,182
220072,895583,143
220072,902967,105
220072,939604,116
220072,1025204,187
220072,1355949,50
220072,1554549,136
220072,1747883,75
220072,1974229,184
220072,1996745,48
220072,2245876,152
220072,2347118,150
220072,2447361,73
220072,2720714,174
220072,2946860,129
220072,2972115,122
220072,3069619,121
220072,3125825,39
220072,3170996,89
220072,3445658,113
220072,3508411,136
220072,3551884,180
220072,3914635,118
220072,3935619,145
